,Country,"Density
(P/Km2)",Abbreviation,Agricultural Land( %),Land Area(Km2),Armed Forces size,Birth Rate,Calling Code,Capital/Major City,Co2-Emissions,CPI,CPI Change (%),Currency-Code,Fertility Rate,Forested Area (%),Gasoline Price,GDP,Gross primary education enrollment (%),Gross tertiary education enrollment (%),Infant mortality,Largest city,Life expectancy,Maternal mortality ratio,Minimum wage,Official language,Out of pocket health expenditure,Physicians per thousand,Population,Population: Labor force participation (%),Tax revenue (%),Total tax rate,Unemployment rate,Urban_population,Latitude,Longitude,Iso3_code,Region,Subregion,Indicator,Dimension,Category,Sex,Age,Year,Unit of measurement,txtVALUE,Source
27995,North Macedonia,83,,,"25,713",,,389.0,Skopje,,,,MKD,,,,"$10,220,781,069 ",,,,Skopje,,,,Macedonian,35.6,,1836713.0,,,,,,41.608635,21.745275,MKD,Europe,Southern Europe,Detected trafficking victims,Total,Total,Female,Adult,2019,Counts,3.0,GLOTIP
27996,North Macedonia,83,,,"25,713",,,389.0,Skopje,,,,MKD,,,,"$10,220,781,069 ",,,,Skopje,,,,Macedonian,35.6,,1836713.0,,,,,,41.608635,21.745275,MKD,Europe,Southern Europe,Detected trafficking victims,Total,Total,Male,Child,2019,Counts,3.0,GLOTIP
27997,North Macedonia,83,,,"25,713",,,389.0,Skopje,,,,MKD,,,,"$10,220,781,069 ",,,,Skopje,,,,Macedonian,35.6,,1836713.0,,,,,,41.608635,21.745275,MKD,Europe,Southern Europe,Detected trafficking victims,Total,Total,Male,Adult,2019,Counts,3.0,GLOTIP
27998,North Macedonia,83,,,"25,713",,,389.0,Skopje,,,,MKD,,,,"$10,220,781,069 ",,,,Skopje,,,,Macedonian,35.6,,1836713.0,,,,,,41.608635,21.745275,MKD,Europe,Southern Europe,Detected trafficking victims,Total,Total,Total,Child,2019,Counts,3.0,GLOTIP
27999,North Macedonia,83,,,"25,713",,,389.0,Skopje,,,,MKD,,,,"$10,220,781,069 ",,,,Skopje,,,,Macedonian,35.6,,1836713.0,,,,,,41.608635,21.745275,MKD,Europe,Southern Europe,Detected trafficking victims,Total,Total,Total,Adult,2019,Counts,3.0,GLOTIP
28000,North Macedonia,83,,,"25,713",,,389.0,Skopje,,,,MKD,,,,"$10,220,781,069 ",,,,Skopje,,,,Macedonian,35.6,,1836713.0,,,,,,41.608635,21.745275,MKD,Europe,Southern Europe,Detected trafficking victims,Total,Total,Total,Total,2019,Counts,6.0,GLOTIP
28029,North Macedonia,83,,,"25,713",,,389.0,Skopje,,,,MKD,,,,"$10,220,781,069 ",,,,Skopje,,,,Macedonian,35.6,,1836713.0,,,,,,41.608635,21.745275,MKD,Europe,Southern Europe,Detected trafficking victims,Total,Total,Female,Child,2020,Counts,6.0,GLOTIP
28030,North Macedonia,83,,,"25,713",,,389.0,Skopje,,,,MKD,,,,"$10,220,781,069 ",,,,Skopje,,,,Macedonian,35.6,,1836713.0,,,,,,41.608635,21.745275,MKD,Europe,Southern Europe,Detected trafficking victims,Total,Total,Female,Adult,2020,Counts,3.0,GLOTIP
28031,North Macedonia,83,,,"25,713",,,389.0,Skopje,,,,MKD,,,,"$10,220,781,069 ",,,,Skopje,,,,Macedonian,35.6,,1836713.0,,,,,,41.608635,21.745275,MKD,Europe,Southern Europe,Detected trafficking victims,Total,Total,Male,Child,2020,Counts,6.0,GLOTIP
28032,North Macedonia,83,,,"25,713",,,389.0,Skopje,,,,MKD,,,,"$10,220,781,069 ",,,,Skopje,,,,Macedonian,35.6,,1836713.0,,,,,,41.608635,21.745275,MKD,Europe,Southern Europe,Detected trafficking victims,Total,Total,Male,Adult,2020,Counts,3.0,GLOTIP
28033,North Macedonia,83,,,"25,713",,,389.0,Skopje,,,,MKD,,,,"$10,220,781,069 ",,,,Skopje,,,,Macedonian,35.6,,1836713.0,,,,,,41.608635,21.745275,MKD,Europe,Southern Europe,Detected trafficking victims,Total,Total,Total,Child,2020,Counts,6.0,GLOTIP
28034,North Macedonia,83,,,"25,713",,,389.0,Skopje,,,,MKD,,,,"$10,220,781,069 ",,,,Skopje,,,,Macedonian,35.6,,1836713.0,,,,,,41.608635,21.745275,MKD,Europe,Southern Europe,Detected trafficking victims,Total,Total,Total,Adult,2020,Counts,3.0,GLOTIP
28035,North Macedonia,83,,,"25,713",,,389.0,Skopje,,,,MKD,,,,"$10,220,781,069 ",,,,Skopje,,,,Macedonian,35.6,,1836713.0,,,,,,41.608635,21.745275,MKD,Europe,Southern Europe,Detected trafficking victims,Total,Total,Total,Total,2020,Counts,7.0,GLOTIP
28065,North Macedonia,83,,,"25,713",,,389.0,Skopje,,,,MKD,,,,"$10,220,781,069 ",,,,Skopje,,,,Macedonian,35.6,,1836713.0,,,,,,41.608635,21.745275,MKD,Europe,Southern Europe,Detected trafficking victims,Total,Total,Female,Total,2010,Counts,12.0,GLOTIP
28066,North Macedonia,83,,,"25,713",,,389.0,Skopje,,,,MKD,,,,"$10,220,781,069 ",,,,Skopje,,,,Macedonian,35.6,,1836713.0,,,,,,41.608635,21.745275,MKD,Europe,Southern Europe,Detected trafficking victims,Total,Total,Male,Total,2010,Counts,3.0,GLOTIP
28067,North Macedonia,83,,,"25,713",,,389.0,Skopje,,,,MKD,,,,"$10,220,781,069 ",,,,Skopje,,,,Macedonian,35.6,,1836713.0,,,,,,41.608635,21.745275,MKD,Europe,Southern Europe,Detected trafficking victims,Total,Total,Female,Total,2011,Counts,11.0,GLOTIP
28068,North Macedonia,83,,,"25,713",,,389.0,Skopje,,,,MKD,,,,"$10,220,781,069 ",,,,Skopje,,,,Macedonian,35.6,,1836713.0,,,,,,41.608635,21.745275,MKD,Europe,Southern Europe,Detected trafficking victims,Total,Total,Male,Total,2011,Counts,3.0,GLOTIP
28069,North Macedonia,83,,,"25,713",,,389.0,Skopje,,,,MKD,,,,"$10,220,781,069 ",,,,Skopje,,,,Macedonian,35.6,,1836713.0,,,,,,41.608635,21.745275,MKD,Europe,Southern Europe,Detected trafficking victims,Total,Total,Female,Total,2012,Counts,6.0,GLOTIP
28070,North Macedonia,83,,,"25,713",,,389.0,Skopje,,,,MKD,,,,"$10,220,781,069 ",,,,Skopje,,,,Macedonian,35.6,,1836713.0,,,,,,41.608635,21.745275,MKD,Europe,Southern Europe,Detected trafficking victims,Total,Total,Male,Total,2012,Counts,3.0,GLOTIP
28071,North Macedonia,83,,,"25,713",,,389.0,Skopje,,,,MKD,,,,"$10,220,781,069 ",,,,Skopje,,,,Macedonian,35.6,,1836713.0,,,,,,41.608635,21.745275,MKD,Europe,Southern Europe,Detected trafficking victims,Total,Total,Female,Total,2013,Counts,15.0,GLOTIP
28072,North Macedonia,83,,,"25,713",,,389.0,Skopje,,,,MKD,,,,"$10,220,781,069 ",,,,Skopje,,,,Macedonian,35.6,,1836713.0,,,,,,41.608635,21.745275,MKD,Europe,Southern Europe,Detected trafficking victims,Total,Total,Male,Total,2013,Counts,3.0,GLOTIP
28073,North Macedonia,83,,,"25,713",,,389.0,Skopje,,,,MKD,,,,"$10,220,781,069 ",,,,Skopje,,,,Macedonian,35.6,,1836713.0,,,,,,41.608635,21.745275,MKD,Europe,Southern Europe,Detected trafficking victims,Total,Total,Female,Total,2014,Counts,7.0,GLOTIP
28074,North Macedonia,83,,,"25,713",,,389.0,Skopje,,,,MKD,,,,"$10,220,781,069 ",,,,Skopje,,,,Macedonian,35.6,,1836713.0,,,,,,41.608635,21.745275,MKD,Europe,Southern Europe,Detected trafficking victims,Total,Total,Male,Total,2014,Counts,3.0,GLOTIP
28075,North Macedonia,83,,,"25,713",,,389.0,Skopje,,,,MKD,,,,"$10,220,781,069 ",,,,Skopje,,,,Macedonian,35.6,,1836713.0,,,,,,41.608635,21.745275,MKD,Europe,Southern Europe,Detected trafficking victims,Total,Total,Female,Total,2015,Counts,3.0,GLOTIP
28076,North Macedonia,83,,,"25,713",,,389.0,Skopje,,,,MKD,,,,"$10,220,781,069 ",,,,Skopje,,,,Macedonian,35.6,,1836713.0,,,,,,41.608635,21.745275,MKD,Europe,Southern Europe,Detected trafficking victims,Total,Total,Male,Total,2015,Counts,3.0,GLOTIP
28077,North Macedonia,83,,,"25,713",,,389.0,Skopje,,,,MKD,,,,"$10,220,781,069 ",,,,Skopje,,,,Macedonian,35.6,,1836713.0,,,,,,41.608635,21.745275,MKD,Europe,Southern Europe,Detected trafficking victims,Total,Total,Female,Total,2016,Counts,6.0,GLOTIP
28078,North Macedonia,83,,,"25,713",,,389.0,Skopje,,,,MKD,,,,"$10,220,781,069 ",,,,Skopje,,,,Macedonian,35.6,,1836713.0,,,,,,41.608635,21.745275,MKD,Europe,Southern Europe,Detected trafficking victims,Total,Total,Male,Total,2016,Counts,3.0,GLOTIP
28079,North Macedonia,83,,,"25,713",,,389.0,Skopje,,,,MKD,,,,"$10,220,781,069 ",,,,Skopje,,,,Macedonian,35.6,,1836713.0,,,,,,41.608635,21.745275,MKD,Europe,Southern Europe,Detected trafficking victims,Total,Total,Female,Total,2017,Counts,3.0,GLOTIP
28080,North Macedonia,83,,,"25,713",,,389.0,Skopje,,,,MKD,,,,"$10,220,781,069 ",,,,Skopje,,,,Macedonian,35.6,,1836713.0,,,,,,41.608635,21.745275,MKD,Europe,Southern Europe,Detected trafficking victims,Total,Total,Male,Total,2017,Counts,3.0,GLOTIP
28083,North Macedonia,83,,,"25,713",,,389.0,Skopje,,,,MKD,,,,"$10,220,781,069 ",,,,Skopje,,,,Macedonian,35.6,,1836713.0,,,,,,41.608635,21.745275,MKD,Europe,Southern Europe,Detected trafficking victims,Total,Total,Female,Total,2018,Counts,9.0,GLOTIP
28084,North Macedonia,83,,,"25,713",,,389.0,Skopje,,,,MKD,,,,"$10,220,781,069 ",,,,Skopje,,,,Macedonian,35.6,,1836713.0,,,,,,41.608635,21.745275,MKD,Europe,Southern Europe,Detected trafficking victims,Total,Total,Male,Total,2018,Counts,3.0,GLOTIP
28089,North Macedonia,83,,,"25,713",,,389.0,Skopje,,,,MKD,,,,"$10,220,781,069 ",,,,Skopje,,,,Macedonian,35.6,,1836713.0,,,,,,41.608635,21.745275,MKD,Europe,Southern Europe,Detected trafficking victims,Total,Total,Female,Total,2019,Counts,6.0,GLOTIP
28090,North Macedonia,83,,,"25,713",,,389.0,Skopje,,,,MKD,,,,"$10,220,781,069 ",,,,Skopje,,,,Macedonian,35.6,,1836713.0,,,,,,41.608635,21.745275,MKD,Europe,Southern Europe,Detected trafficking victims,Total,Total,Male,Total,2019,Counts,3.0,GLOTIP
28095,North Macedonia,83,,,"25,713",,,389.0,Skopje,,,,MKD,,,,"$10,220,781,069 ",,,,Skopje,,,,Macedonian,35.6,,1836713.0,,,,,,41.608635,21.745275,MKD,Europe,Southern Europe,Detected trafficking victims,Total,Total,Female,Total,2020,Counts,6.0,GLOTIP
28096,North Macedonia,83,,,"25,713",,,389.0,Skopje,,,,MKD,,,,"$10,220,781,069 ",,,,Skopje,,,,Macedonian,35.6,,1836713.0,,,,,,41.608635,21.745275,MKD,Europe,Southern Europe,Detected trafficking victims,Total,Total,Male,Total,2020,Counts,7.0,GLOTIP
28138,Norway,15,NO,2.70%,"323,802","23,000",10.4,47.0,Oslo,"41,023",120.27,2.20%,NOK,1.56,33.20%,$1.78 ,"$403,336,363,636 ",100.30%,82.00%,2.1,Oslo,82.8,2.0,,Norwegian,14.3,2.92,5347896.0,63.80%,23.90%,36.20%,3.35,"4,418,218",60.472024,8.468946,NOR,Europe,Northern Europe,Detected trafficking victims,Total,Total,Female,Child,2007,Counts,35.0,GLOTIP
28139,Norway,15,NO,2.70%,"323,802","23,000",10.4,47.0,Oslo,"41,023",120.27,2.20%,NOK,1.56,33.20%,$1.78 ,"$403,336,363,636 ",100.30%,82.00%,2.1,Oslo,82.8,2.0,,Norwegian,14.3,2.92,5347896.0,63.80%,23.90%,36.20%,3.35,"4,418,218",60.472024,8.468946,NOR,Europe,Northern Europe,Detected trafficking victims,Total,Total,Female,Adult,2007,Counts,139.0,GLOTIP
28140,Norway,15,NO,2.70%,"323,802","23,000",10.4,47.0,Oslo,"41,023",120.27,2.20%,NOK,1.56,33.20%,$1.78 ,"$403,336,363,636 ",100.30%,82.00%,2.1,Oslo,82.8,2.0,,Norwegian,14.3,2.92,5347896.0,63.80%,23.90%,36.20%,3.35,"4,418,218",60.472024,8.468946,NOR,Europe,Northern Europe,Detected trafficking victims,Total,Total,Male,Child,2007,Counts,19.0,GLOTIP
28141,Norway,15,NO,2.70%,"323,802","23,000",10.4,47.0,Oslo,"41,023",120.27,2.20%,NOK,1.56,33.20%,$1.78 ,"$403,336,363,636 ",100.30%,82.00%,2.1,Oslo,82.8,2.0,,Norwegian,14.3,2.92,5347896.0,63.80%,23.90%,36.20%,3.35,"4,418,218",60.472024,8.468946,NOR,Europe,Northern Europe,Detected trafficking victims,Total,Total,Male,Adult,2007,Counts,10.0,GLOTIP
28142,Norway,15,NO,2.70%,"323,802","23,000",10.4,47.0,Oslo,"41,023",120.27,2.20%,NOK,1.56,33.20%,$1.78 ,"$403,336,363,636 ",100.30%,82.00%,2.1,Oslo,82.8,2.0,,Norwegian,14.3,2.92,5347896.0,63.80%,23.90%,36.20%,3.35,"4,418,218",60.472024,8.468946,NOR,Europe,Northern Europe,Detected trafficking victims,Total,Total,Total,Child,2007,Counts,54.0,GLOTIP
28143,Norway,15,NO,2.70%,"323,802","23,000",10.4,47.0,Oslo,"41,023",120.27,2.20%,NOK,1.56,33.20%,$1.78 ,"$403,336,363,636 ",100.30%,82.00%,2.1,Oslo,82.8,2.0,,Norwegian,14.3,2.92,5347896.0,63.80%,23.90%,36.20%,3.35,"4,418,218",60.472024,8.468946,NOR,Europe,Northern Europe,Detected trafficking victims,Total,Total,Total,Adult,2007,Counts,149.0,GLOTIP
28144,Norway,15,NO,2.70%,"323,802","23,000",10.4,47.0,Oslo,"41,023",120.27,2.20%,NOK,1.56,33.20%,$1.78 ,"$403,336,363,636 ",100.30%,82.00%,2.1,Oslo,82.8,2.0,,Norwegian,14.3,2.92,5347896.0,63.80%,23.90%,36.20%,3.35,"4,418,218",60.472024,8.468946,NOR,Europe,Northern Europe,Detected trafficking victims,Total,Total,Total,Total,2007,Counts,203.0,GLOTIP
28161,Norway,15,NO,2.70%,"323,802","23,000",10.4,47.0,Oslo,"41,023",120.27,2.20%,NOK,1.56,33.20%,$1.78 ,"$403,336,363,636 ",100.30%,82.00%,2.1,Oslo,82.8,2.0,,Norwegian,14.3,2.92,5347896.0,63.80%,23.90%,36.20%,3.35,"4,418,218",60.472024,8.468946,NOR,Europe,Northern Europe,Detected trafficking victims,Total,Total,Female,Child,2008,Counts,49.0,GLOTIP
28162,Norway,15,NO,2.70%,"323,802","23,000",10.4,47.0,Oslo,"41,023",120.27,2.20%,NOK,1.56,33.20%,$1.78 ,"$403,336,363,636 ",100.30%,82.00%,2.1,Oslo,82.8,2.0,,Norwegian,14.3,2.92,5347896.0,63.80%,23.90%,36.20%,3.35,"4,418,218",60.472024,8.468946,NOR,Europe,Northern Europe,Detected trafficking victims,Total,Total,Female,Adult,2008,Counts,146.0,GLOTIP
28163,Norway,15,NO,2.70%,"323,802","23,000",10.4,47.0,Oslo,"41,023",120.27,2.20%,NOK,1.56,33.20%,$1.78 ,"$403,336,363,636 ",100.30%,82.00%,2.1,Oslo,82.8,2.0,,Norwegian,14.3,2.92,5347896.0,63.80%,23.90%,36.20%,3.35,"4,418,218",60.472024,8.468946,NOR,Europe,Northern Europe,Detected trafficking victims,Total,Total,Male,Child,2008,Counts,45.0,GLOTIP
28164,Norway,15,NO,2.70%,"323,802","23,000",10.4,47.0,Oslo,"41,023",120.27,2.20%,NOK,1.56,33.20%,$1.78 ,"$403,336,363,636 ",100.30%,82.00%,2.1,Oslo,82.8,2.0,,Norwegian,14.3,2.92,5347896.0,63.80%,23.90%,36.20%,3.35,"4,418,218",60.472024,8.468946,NOR,Europe,Northern Europe,Detected trafficking victims,Total,Total,Male,Adult,2008,Counts,16.0,GLOTIP
28165,Norway,15,NO,2.70%,"323,802","23,000",10.4,47.0,Oslo,"41,023",120.27,2.20%,NOK,1.56,33.20%,$1.78 ,"$403,336,363,636 ",100.30%,82.00%,2.1,Oslo,82.8,2.0,,Norwegian,14.3,2.92,5347896.0,63.80%,23.90%,36.20%,3.35,"4,418,218",60.472024,8.468946,NOR,Europe,Northern Europe,Detected trafficking victims,Total,Total,Total,Child,2008,Counts,94.0,GLOTIP
28166,Norway,15,NO,2.70%,"323,802","23,000",10.4,47.0,Oslo,"41,023",120.27,2.20%,NOK,1.56,33.20%,$1.78 ,"$403,336,363,636 ",100.30%,82.00%,2.1,Oslo,82.8,2.0,,Norwegian,14.3,2.92,5347896.0,63.80%,23.90%,36.20%,3.35,"4,418,218",60.472024,8.468946,NOR,Europe,Northern Europe,Detected trafficking victims,Total,Total,Total,Adult,2008,Counts,162.0,GLOTIP
28167,Norway,15,NO,2.70%,"323,802","23,000",10.4,47.0,Oslo,"41,023",120.27,2.20%,NOK,1.56,33.20%,$1.78 ,"$403,336,363,636 ",100.30%,82.00%,2.1,Oslo,82.8,2.0,,Norwegian,14.3,2.92,5347896.0,63.80%,23.90%,36.20%,3.35,"4,418,218",60.472024,8.468946,NOR,Europe,Northern Europe,Detected trafficking victims,Total,Total,Total,Total,2008,Counts,256.0,GLOTIP
28183,Norway,15,NO,2.70%,"323,802","23,000",10.4,47.0,Oslo,"41,023",120.27,2.20%,NOK,1.56,33.20%,$1.78 ,"$403,336,363,636 ",100.30%,82.00%,2.1,Oslo,82.8,2.0,,Norwegian,14.3,2.92,5347896.0,63.80%,23.90%,36.20%,3.35,"4,418,218",60.472024,8.468946,NOR,Europe,Northern Europe,Detected trafficking victims,Total,Total,Female,Child,2009,Counts,50.0,GLOTIP
28184,Norway,15,NO,2.70%,"323,802","23,000",10.4,47.0,Oslo,"41,023",120.27,2.20%,NOK,1.56,33.20%,$1.78 ,"$403,336,363,636 ",100.30%,82.00%,2.1,Oslo,82.8,2.0,,Norwegian,14.3,2.92,5347896.0,63.80%,23.90%,36.20%,3.35,"4,418,218",60.472024,8.468946,NOR,Europe,Northern Europe,Detected trafficking victims,Total,Total,Female,Adult,2009,Counts,191.0,GLOTIP
28185,Norway,15,NO,2.70%,"323,802","23,000",10.4,47.0,Oslo,"41,023",120.27,2.20%,NOK,1.56,33.20%,$1.78 ,"$403,336,363,636 ",100.30%,82.00%,2.1,Oslo,82.8,2.0,,Norwegian,14.3,2.92,5347896.0,63.80%,23.90%,36.20%,3.35,"4,418,218",60.472024,8.468946,NOR,Europe,Northern Europe,Detected trafficking victims,Total,Total,Male,Child,2009,Counts,19.0,GLOTIP
28186,Norway,15,NO,2.70%,"323,802","23,000",10.4,47.0,Oslo,"41,023",120.27,2.20%,NOK,1.56,33.20%,$1.78 ,"$403,336,363,636 ",100.30%,82.00%,2.1,Oslo,82.8,2.0,,Norwegian,14.3,2.92,5347896.0,63.80%,23.90%,36.20%,3.35,"4,418,218",60.472024,8.468946,NOR,Europe,Northern Europe,Detected trafficking victims,Total,Total,Male,Adult,2009,Counts,32.0,GLOTIP
28187,Norway,15,NO,2.70%,"323,802","23,000",10.4,47.0,Oslo,"41,023",120.27,2.20%,NOK,1.56,33.20%,$1.78 ,"$403,336,363,636 ",100.30%,82.00%,2.1,Oslo,82.8,2.0,,Norwegian,14.3,2.92,5347896.0,63.80%,23.90%,36.20%,3.35,"4,418,218",60.472024,8.468946,NOR,Europe,Northern Europe,Detected trafficking victims,Total,Total,Total,Child,2009,Counts,69.0,GLOTIP
28188,Norway,15,NO,2.70%,"323,802","23,000",10.4,47.0,Oslo,"41,023",120.27,2.20%,NOK,1.56,33.20%,$1.78 ,"$403,336,363,636 ",100.30%,82.00%,2.1,Oslo,82.8,2.0,,Norwegian,14.3,2.92,5347896.0,63.80%,23.90%,36.20%,3.35,"4,418,218",60.472024,8.468946,NOR,Europe,Northern Europe,Detected trafficking victims,Total,Total,Total,Adult,2009,Counts,223.0,GLOTIP
28189,Norway,15,NO,2.70%,"323,802","23,000",10.4,47.0,Oslo,"41,023",120.27,2.20%,NOK,1.56,33.20%,$1.78 ,"$403,336,363,636 ",100.30%,82.00%,2.1,Oslo,82.8,2.0,,Norwegian,14.3,2.92,5347896.0,63.80%,23.90%,36.20%,3.35,"4,418,218",60.472024,8.468946,NOR,Europe,Northern Europe,Detected trafficking victims,Total,Total,Total,Total,2009,Counts,292.0,GLOTIP
28218,Norway,15,NO,2.70%,"323,802","23,000",10.4,47.0,Oslo,"41,023",120.27,2.20%,NOK,1.56,33.20%,$1.78 ,"$403,336,363,636 ",100.30%,82.00%,2.1,Oslo,82.8,2.0,,Norwegian,14.3,2.92,5347896.0,63.80%,23.90%,36.20%,3.35,"4,418,218",60.472024,8.468946,NOR,Europe,Northern Europe,Detected trafficking victims,Total,Total,Total,Total,2010,Counts,127.0,GLOTIP
28242,Norway,15,NO,2.70%,"323,802","23,000",10.4,47.0,Oslo,"41,023",120.27,2.20%,NOK,1.56,33.20%,$1.78 ,"$403,336,363,636 ",100.30%,82.00%,2.1,Oslo,82.8,2.0,,Norwegian,14.3,2.92,5347896.0,63.80%,23.90%,36.20%,3.35,"4,418,218",60.472024,8.468946,NOR,Europe,Northern Europe,Detected trafficking victims,Total,Total,Female,Child,2011,Counts,21.0,GLOTIP
28243,Norway,15,NO,2.70%,"323,802","23,000",10.4,47.0,Oslo,"41,023",120.27,2.20%,NOK,1.56,33.20%,$1.78 ,"$403,336,363,636 ",100.30%,82.00%,2.1,Oslo,82.8,2.0,,Norwegian,14.3,2.92,5347896.0,63.80%,23.90%,36.20%,3.35,"4,418,218",60.472024,8.468946,NOR,Europe,Northern Europe,Detected trafficking victims,Total,Total,Female,Adult,2011,Counts,84.0,GLOTIP
28244,Norway,15,NO,2.70%,"323,802","23,000",10.4,47.0,Oslo,"41,023",120.27,2.20%,NOK,1.56,33.20%,$1.78 ,"$403,336,363,636 ",100.30%,82.00%,2.1,Oslo,82.8,2.0,,Norwegian,14.3,2.92,5347896.0,63.80%,23.90%,36.20%,3.35,"4,418,218",60.472024,8.468946,NOR,Europe,Northern Europe,Detected trafficking victims,Total,Total,Male,Child,2011,Counts,26.0,GLOTIP
28245,Norway,15,NO,2.70%,"323,802","23,000",10.4,47.0,Oslo,"41,023",120.27,2.20%,NOK,1.56,33.20%,$1.78 ,"$403,336,363,636 ",100.30%,82.00%,2.1,Oslo,82.8,2.0,,Norwegian,14.3,2.92,5347896.0,63.80%,23.90%,36.20%,3.35,"4,418,218",60.472024,8.468946,NOR,Europe,Northern Europe,Detected trafficking victims,Total,Total,Male,Adult,2011,Counts,3.0,GLOTIP
28246,Norway,15,NO,2.70%,"323,802","23,000",10.4,47.0,Oslo,"41,023",120.27,2.20%,NOK,1.56,33.20%,$1.78 ,"$403,336,363,636 ",100.30%,82.00%,2.1,Oslo,82.8,2.0,,Norwegian,14.3,2.92,5347896.0,63.80%,23.90%,36.20%,3.35,"4,418,218",60.472024,8.468946,NOR,Europe,Northern Europe,Detected trafficking victims,Total,Total,Total,Child,2011,Counts,47.0,GLOTIP
28247,Norway,15,NO,2.70%,"323,802","23,000",10.4,47.0,Oslo,"41,023",120.27,2.20%,NOK,1.56,33.20%,$1.78 ,"$403,336,363,636 ",100.30%,82.00%,2.1,Oslo,82.8,2.0,,Norwegian,14.3,2.92,5347896.0,63.80%,23.90%,36.20%,3.35,"4,418,218",60.472024,8.468946,NOR,Europe,Northern Europe,Detected trafficking victims,Total,Total,Total,Adult,2011,Counts,87.0,GLOTIP
28248,Norway,15,NO,2.70%,"323,802","23,000",10.4,47.0,Oslo,"41,023",120.27,2.20%,NOK,1.56,33.20%,$1.78 ,"$403,336,363,636 ",100.30%,82.00%,2.1,Oslo,82.8,2.0,,Norwegian,14.3,2.92,5347896.0,63.80%,23.90%,36.20%,3.35,"4,418,218",60.472024,8.468946,NOR,Europe,Northern Europe,Detected trafficking victims,Total,Total,Total,Total,2011,Counts,134.0,GLOTIP
28270,Norway,15,NO,2.70%,"323,802","23,000",10.4,47.0,Oslo,"41,023",120.27,2.20%,NOK,1.56,33.20%,$1.78 ,"$403,336,363,636 ",100.30%,82.00%,2.1,Oslo,82.8,2.0,,Norwegian,14.3,2.92,5347896.0,63.80%,23.90%,36.20%,3.35,"4,418,218",60.472024,8.468946,NOR,Europe,Northern Europe,Detected trafficking victims,Total,Total,Female,Child,2012,Counts,26.0,GLOTIP
28271,Norway,15,NO,2.70%,"323,802","23,000",10.4,47.0,Oslo,"41,023",120.27,2.20%,NOK,1.56,33.20%,$1.78 ,"$403,336,363,636 ",100.30%,82.00%,2.1,Oslo,82.8,2.0,,Norwegian,14.3,2.92,5347896.0,63.80%,23.90%,36.20%,3.35,"4,418,218",60.472024,8.468946,NOR,Europe,Northern Europe,Detected trafficking victims,Total,Total,Female,Adult,2012,Counts,66.0,GLOTIP
28272,Norway,15,NO,2.70%,"323,802","23,000",10.4,47.0,Oslo,"41,023",120.27,2.20%,NOK,1.56,33.20%,$1.78 ,"$403,336,363,636 ",100.30%,82.00%,2.1,Oslo,82.8,2.0,,Norwegian,14.3,2.92,5347896.0,63.80%,23.90%,36.20%,3.35,"4,418,218",60.472024,8.468946,NOR,Europe,Northern Europe,Detected trafficking victims,Total,Total,Male,Child,2012,Counts,30.0,GLOTIP
28273,Norway,15,NO,2.70%,"323,802","23,000",10.4,47.0,Oslo,"41,023",120.27,2.20%,NOK,1.56,33.20%,$1.78 ,"$403,336,363,636 ",100.30%,82.00%,2.1,Oslo,82.8,2.0,,Norwegian,14.3,2.92,5347896.0,63.80%,23.90%,36.20%,3.35,"4,418,218",60.472024,8.468946,NOR,Europe,Northern Europe,Detected trafficking victims,Total,Total,Male,Adult,2012,Counts,14.0,GLOTIP
28274,Norway,15,NO,2.70%,"323,802","23,000",10.4,47.0,Oslo,"41,023",120.27,2.20%,NOK,1.56,33.20%,$1.78 ,"$403,336,363,636 ",100.30%,82.00%,2.1,Oslo,82.8,2.0,,Norwegian,14.3,2.92,5347896.0,63.80%,23.90%,36.20%,3.35,"4,418,218",60.472024,8.468946,NOR,Europe,Northern Europe,Detected trafficking victims,Total,Total,Total,Child,2012,Counts,56.0,GLOTIP
28275,Norway,15,NO,2.70%,"323,802","23,000",10.4,47.0,Oslo,"41,023",120.27,2.20%,NOK,1.56,33.20%,$1.78 ,"$403,336,363,636 ",100.30%,82.00%,2.1,Oslo,82.8,2.0,,Norwegian,14.3,2.92,5347896.0,63.80%,23.90%,36.20%,3.35,"4,418,218",60.472024,8.468946,NOR,Europe,Northern Europe,Detected trafficking victims,Total,Total,Total,Adult,2012,Counts,80.0,GLOTIP
28276,Norway,15,NO,2.70%,"323,802","23,000",10.4,47.0,Oslo,"41,023",120.27,2.20%,NOK,1.56,33.20%,$1.78 ,"$403,336,363,636 ",100.30%,82.00%,2.1,Oslo,82.8,2.0,,Norwegian,14.3,2.92,5347896.0,63.80%,23.90%,36.20%,3.35,"4,418,218",60.472024,8.468946,NOR,Europe,Northern Europe,Detected trafficking victims,Total,Total,Total,Total,2012,Counts,136.0,GLOTIP
28304,Norway,15,NO,2.70%,"323,802","23,000",10.4,47.0,Oslo,"41,023",120.27,2.20%,NOK,1.56,33.20%,$1.78 ,"$403,336,363,636 ",100.30%,82.00%,2.1,Oslo,82.8,2.0,,Norwegian,14.3,2.92,5347896.0,63.80%,23.90%,36.20%,3.35,"4,418,218",60.472024,8.468946,NOR,Europe,Northern Europe,Detected trafficking victims,Total,Total,Female,Child,2013,Counts,9.0,GLOTIP
